1183,Cedro,23
1184,Canoinhas,42
1185,São Gabriel da Cachoeira,13
1186,Joaquim Gomes,27
1187,Muqui,32
1188,Figueirópolis D'Oeste,51
1189,Cachoeirinha,17
1190,Campos Lindos,17
1191,Paty do Alferes,33
1192,Gaúcha do Norte,51
1193,Floresta do Piauí,22
1194,Cariri do Tocantins,17
1195,Carmolândia,17
1196,Carrasco Bonito,17
1197,Carnaíba,26
1198,Araújos,31
1199,Figueirão,50
1200,Duque Bacelar,21
1201,Arujá,35
1202,Camalaú,25
1203,Juruti,15
1204,Bom Jesus da Lapa,29
1205,Francisco Dantas,24
1206,Campo Bom,43
1207,Malhador,28
1208,Petrópolis,33
1209,Buriti Alegre,52
1210,Chaval,23
1211,Capinzal,42
1212,São Paulo de Olivença,13
1213,Jundiá,27
1214,Nova Venécia,32
1215,General Carneiro,51
1216,Caseara,17
1217,Floriano,22
1218,Campina da Lagoa,41
1219,Carnaubeira da Penha,26
1220,Choró,23
1221,Buriti de Goiás,52
1222,Aspásia,35
1223,Bom Jesus da Serra,29
1224,Pinheiral,33
1225,Chorozinho,23
1226,Capivari de Baixo,42
1227,São Sebastião do Uatumã,13
1228,Glória D'Oeste,51
1229,Campina do Simão,41
1230,Buritinópolis,52
1231,Limoeiro do Ajuru,15
1232,Boninal,29
1233,Frutuoso Gomes,24
1234,Campo Novo,43
1235,Maruim,28
1236,Piraí,33
1237,Cabeceiras,52
1238,Coreaú,23
1239,Catanduvas,42
1240,Silves,13
1241,Junqueiro,27
1242,Pancas,32
1243,Francinópolis,22
1244,Campina Grande do Sul,41
1245,Carpina,26
1246,Araxá,31
1247,Glória de Dourados,50
1248,Esperantinópolis,21
1249,Assis,35
1250,Campina Grande,25
1251,Capim,25
1252,Bonito,29
1253,Pedro Canário,32
1254,Campo Bonito,41
1255,Estreito,21
1256,Mãe do Rio,15
1257,Tabatinga,13
1258,Feira Nova do Maranhão,21
1259,Caraúbas,25
1260,Fernando Falcão,21
1261,Formosa da Serra Negra,21
1262,Boquira,29
1263,Galinhos,24
1264,Campos Borges,43
1265,Moita Bonita,28
1266,Porciúncula,33
1267,Cachoeira Alta,52
1268,Crateús,23
1269,Caxambu do Sul,42
1270,Tapauá,13
1271,Lagoa da Canoa,27
1272,Pinheiros,32
1273,Guarantã do Norte,51
1274,Centenário,17
1275,Francisco Ayres,22
1276,Campo do Tenente,41
1277,Caruaru,26
1278,Arceburgo,31
1279,Guia Lopes da Laguna,50
1280,Fortaleza dos Nogueiras,21
1281,Atibaia,35
1282,Carrapateira,25
1283,Magalhães Barata,15
1284,Porto Real,33
1285,Quatis,33
1286,Queimados,33
1287,Quissamã,33
1288,Celso Ramos,42
1289,Francisco Macedo,22
1290,Casinhas,26
1291,Casserengue,25
1292,Cerro Negro,42
1293,Chapadão do Lageado,42
1294,Goianinha,24
1295,Candelária,43
1296,Monte Alegre de Sergipe,28
1297,Resende,33
1298,Cachoeira de Goiás,52
1299,Crato,23
1300,Chapecó,42
1301,Tefé,13
1302,Limoeiro de Anadia,27
1303,Piúma,32
1304,Guiratinga,51
1305,Francisco Santos,22
1306,Campo Largo,41
1307,Catende,26
1308,Arcos,31
1309,Fortuna,21
1310,Auriflama,35
1311,Catingueira,25
1312,Marabá,15
1313,Botuporã,29
1314,Croatá,23
1315,Tonantins,13
1316,Cachoeira Dourada,52
1317,Cruz,23
1318,Cocal do Sul,42
1319,Ponto Belo,32
1320,Campo Magro,41
1321,Uarini,13
1322,Deputado Irapuan Pinheiro,23
1323,Ereré,23
1324,Eusébio,23
1325,Muribeca,28
1326,Rio Bonito,33
1327,Caçu,52
1328,Farias Brito,23
1329,Concórdia,42
1330,Urucará,13
1331,Maceió,27
1332,Presidente Kennedy,32
1333,Fronteiras,22
1334,Campo Mourão,41
1335,Cedro,26
1336,Areado,31
1337,Iguatemi,50
1338,Godofredo Viana,21
1339,Avaí,35
1340,Catolé do Rocha,25
1341,Maracanã,15
1342,Brejões,29
1343,Governador Dix-Sept Rosado,24
1344,Cândido Godói,43
1345,Forquilha,23
1346,Cordilheira Alta,42
1347,Rio Bananal,32
1348,Geminiano,22
1349,Caturité,25
1350,Candiota,43
1351,Fortaleza,23
1352,Coronel Freitas,42
1353,Urucurituba,13
1354,Major Isidoro,27
1355,Rio Novo do Sul,32
1356,Gilbués,22
1357,Cândido de Abreu,41
1358,Chã de Alegria,26
1359,Argirita,31
1360,Inocência,50
1361,Gonçalves Dias,21
1362,Avanhandava,35
1363,Conceição,25
1364,Marapanim,15
1365,Brejolândia,29
1366,Grossos,24
1367,Canela,43
1368,Neópolis,28
1369,Rio Claro,33
1370,Caiapônia,52
1371,Marituba,15
1372,Candói,41
1373,Cantagalo,41
1374,Aricanduva,31
1375,Medicilândia,15
1376,Nossa Senhora Aparecida,28
1377,Fortim,23
1378,Coronel Martins,42
1379,Maragogi,27
1380,Santa Leopoldina,32
1381,Indiavaí,51
1382,Guadalupe,22
1383,Capanema,41
1384,Chã Grande,26
1385,Arinos,31
1386,Itaporã,50
1387,Governador Archer,21
1388,Avaré,35
1389,Condado,25
1390,Melgaço,15
1391,Brotas de Macaúbas,29
1392,Guamaré,24
1393,Canguçu,43
1394,Nossa Senhora da Glória,28
1395,Rio das Flores,33
1396,Caldas Novas,52
1397,Frecheirinha,23
1398,Corupá,42
1399,Rio das Ostras,33
1400,Ipiranga do Norte,51
1401,Itanhangá,51
1402,Guaribas,22
1403,Governador Edison Lobão,21
1404,Rio de Janeiro,33
1405,Caldazinha,52
1406,Correia Pinto,42
1407,Santa Maria de Jetibá,32
1408,Itaúba,51
1409,Chapada de Areia,17
1410,Hugo Napoleão,22
1411,Capitão Leônidas Marques,41
1412,Condado,26
1413,Astolfo Dutra,31
1414,Itaquiraí,50
1415,Governador Eugênio Barros,21
1416,Bady Bassitt,35
1417,Conde,25
1418,Mocajuba,15
1419,Brumado,29
1420,Ielmo Marinho,24
1421,Canoas,43
1422,Nossa Senhora das Dores,28
1423,Santa Maria Madalena,33
1424,Campestre de Goiás,52
1425,General Sampaio,23
1426,Criciúma,42
1427,Maravilha,27
1428,Santa Teresa,32
1429,Itiquira,51
1430,Canudos do Vale,43
1431,Capão Bonito do Sul,43
1432,Governador Luiz Rocha,21
1433,Capão da Canoa,43
1434,Governador Newton Bello,21
1435,Capão do Cipó,43
1436,Campinaçu,52
1437,Graça,23
1438,São Domingos do Norte,32
1439,Ilha Grande,22
1440,Carambeí,41
1441,Capão do Leão,43
1442,Capivari do Sul,43
1443,Governador Nunes Freire,21
1444,Capela de Santana,43
1445,Capitão,43
1446,Correntes,26
1447,Ataléia,31
1448,Ivinhema,50
1449,Graça Aranha,21
1450,Balbinos,35
1451,Congo,25
1452,Moju,15
1453,Buerarema,29
1454,Ipanguaçu,24
1455,Carazinho,43
1456,Nossa Senhora de Lourdes,28
1457,Santo Antônio de Pádua,33
1458,Campinorte,52
1459,Granja,23
1460,Cunha Porã,42
1461,Marechal Deodoro,27
1462,São Gabriel da Palha,32
1463,Inhuma,22
1464,Carlópolis,41
1465,Caraá,43
1466,Mojuí dos Campos,15
1467,Buritirama,29
1468,São Francisco de Itabapoana,33
1469,Cunhataí,42
1470,Grajaú,21
1471,Bálsamo,35
1472,Coremas,25
1473,Monte Alegre,15
1474,Caatiba,29
1475,Ipueira,24
1476,Carlos Barbosa,43
1477,Nossa Senhora do Socorro,28
1478,São Fidélis,33
1479,Campo Alegre de Goiás,52
1480,Granjeiro,23
1481,Curitibanos,42
1482,Maribondo,27
1483,São José do Calçado,32
1484,Jaciara,51
1485,Ipiranga do Piauí,22
1486,Cascavel,41
1487,Cortês,26
1488,Augusto de Lima,31
1489,Japorã,50
1490,Coxixola,25
1491,Cabaceiras do Paraguaçu,29
1492,Itajá,24
1493,Carlos Gomes,43
1494,Campo Limpo de Goiás,52
1495,Cruz do Espírito Santo,25
1496,Muaná,15
1497,Cachoeira,29
1498,Itaú,24
1499,Casca,43
1500,Pacatuba,28
1501,São Gonçalo,33
1502,Campos Belos,52
1503,Groaíras,23
1504,Descanso,42
1505,Mar Vermelho,27
1506,São Mateus,32
1507,Jangada,51
1508,Isaías Coelho,22
1509,Castro,41
1510,Cumaru,26
1511,Baependi,31
1512,Jaraguari,50
1513,Guimarães,21
1514,Bananal,35
1515,Nova Esperança do Piriá,15
1516,Caseiros,43
1517,Campos Verdes,52
1518,Guaiúba,23
1519,São Roque do Canaã,32
1520,Nova Ipixuna,15
1521,Pedra Mole,28
1522,São João da Barra,33
1523,Carmo do Rio Verde,52
1524,Guaraciaba do Norte,23
1525,Dionísio Cerqueira,42
1526,Mata Grande,27
1527,Serra,32
1528,Jauru,51
1529,Itainópolis,22
1530,Catanduvas,41
1531,Cupira,26
1532,Baldim,31
1533,Jardim,50
1534,Humberto de Campos,21
1535,Barão de Antonina,35
1536,Cubati,25
1537,Nova Timboteua,15
1538,Caculé,29
1539,Jaçanã,24
1540,Catuípe,43
1541,Sooretama,32
1542,Novo Progresso,15
1543,Vargem Alta,32
1544,Castelândia,52
1545,Novo Repartimento,15
1546,Venda Nova do Imigrante,32
1547,Guaramiranga,23
1548,Dona Emma,42
1549,Matriz de Camaragibe,27
1550,Viana,32
1551,Juara,51
1552,Chapada da Natividade,17
1553,Itaueira,22
1554,Centenário do Sul,41
1555,Custódia,26
1556,Bambuí,31
1557,Jateí,50
1558,Icatu,21
1559,Barbosa,35
1560,Cuité,25
1561,Óbidos,15
1562,Caém,29
1563,Jandaíra,24
1564,Caxias do Sul,43
1565,Pedrinhas,28
1566,São João de Meriti,33
1567,Catalão,52
1568,Centenário,43
1569,Cerrito,43
1570,Cerro Branco,43
1571,São José de Ubá,33
1572,Vila Pavão,32
1573,Juína,51
1574,Jacobina do Piauí,22
1575,Dormentes,26
1576,Juti,50
1577,Igarapé do Meio,21
1578,Caetanos,29
1579,Cerro Grande,43
1580,São José do Vale do Rio Preto,33
1581,Doutor Pedrinho,42
1582,Cerro Grande do Sul,43
1583,Entre Rios,42
1584,Vila Valério,32
1585,Juruena,51
1586,Ermo,42
1587,Messias,27
1588,Vila Velha,32
1589,Juscimeira,51
1590,Jaicós,22
1591,Cerro Azul,41
1592,Escada,26
1593,Bandeira,31
1594,Ladário,50
1595,Igarapé Grande,21
1596,Bariri,35
1597,Cuitegi,25
1598,Oeiras do Pará,15
1599,Caetité,29
1600,Janduís,24
1601,Cerro Largo,43
1602,Pinhão,28
1603,São Pedro da Aldeia,33
1604,Caturaí,52
1605,Hidrolândia,23
1606,Erval Velho,42
1607,Horizonte,23
1608,Lambari D'Oeste,51
1609,Cuité de Mamanguape,25
1610,Jardim do Mulato,22
1611,Laguna Carapã,50
1612,Lucas do Rio Verde,51
1613,Ibaretama,23
1614,Jatobá do Piauí,22
1615,Curral de Cima,25
1616,Jerumenha,22
1617,Céu Azul,41
1618,Exu,26
1619,Bandeira do Sul,31
1620,Imperatriz,21
1621,Barra Bonita,35
1622,Curral Velho,25
1623,Oriximiná,15
1624,Cafarnaum,29
1625,Januário Cicco,24
1626,Chapada,43
1627,Pirambu,28
1628,São Sebastião do Alto,33
1629,Cavalcante,52
1630,Ibiapina,23
1631,Faxinal dos Guedes,42
1632,Minador do Negrão,27
1633,Vitória,32
1634,Luciara,51
1635,Ibicuitinga,23
1636,Itaipava do Grajaú,21
1637,Barra do Chapéu,35
1638,Damião,25
1639,Charqueadas,43
1640,Icapuí,23
1641,Flor do Sertão,42
1642,João Costa,22
1643,Charrua,43
1644,Feira Nova,26
1645,Barão de Cocais,31
1646,Maracaju,50
1647,Itapecuru Mirim,21
1648,Barra do Turvo,35
1649,Desterro,25
1650,Ourém,15
1651,Cairu,29
1652,Japi,24
1653,Chiapetta,43
1654,Poço Redondo,28
1655,Sapucaia,33
1656,Ceres,52
1657,Icó,23
1658,Florianópolis,42
1659,Monteirópolis,27
1660,Joaquim Pires,22
1661,Chopinzinho,41
1662,Itinga do Maranhão,21
1663,Formosa do Sul,42
1664,Ourilândia do Norte,15
1665,Chuí,43
1666,Chuvisca,43
1667,Jatobá,21
1668,Cidreira,43
1669,Cezarina,52
1670,Forquilhinha,42
1671,Joca Marques,22
1672,Fernando de Noronha,26
1673,Chapadão do Céu,52
1674,Jenipapo dos Vieiras,21
1675,Pacajá,15
1676,Palestina do Pará,15
1677,Cidade Ocidental,52
1678,João Lisboa,21
1679,Barretos,35
1680,Vista Serrana,25
1681,Paragominas,15
1682,Caldeirão Grande,29
1683,Jardim de Angicos,24
1684,Ciríaco,43
1685,Poço Verde,28
1686,Saquarema,33
1687,Iguatu,23
1688,Fraiburgo,42
1689,Murici,27
1690,Vila Bela da Santíssima Trindade,51
1691,Colinas do Tocantins,17
1692,José de Freitas,22
1693,Cianorte,41
1694,Ferreiros,26
1695,Barão de Monte Alto,31
1696,Cocalzinho de Goiás,52
1697,Juazeiro do Piauí,22
1698,Colinas do Sul,52
1699,Júlio Borges,22
1700,Jurema,22
1701,Parauapebas,15
1702,Lagoinha do Piauí,22
1703,Pau D'Arco,15
1704,Seropédica,33
1705,Frei Rogério,42
1706,Combinado,17
1707,Lagoa Alegre,22
1708,Lagoa do Barro do Piauí,22
1709,Lagoa de São Francisco,22
1710,Marcelândia,51
1711,Lagoa do Piauí,22
1712,Colinas,43
1713,Lagoa do Sítio,22
1714,Diamante,25
1715,Peixe-Boi,15
1716,Camacan,29
1717,Jardim de Piranhas,24
1718,Colorado,43
1719,Porto da Folha,28
1720,Silva Jardim,33
1721,Independência,23
1722,Galvão,42
1723,Novo Lino,27
1724,Matupá,51
1725,Conceição do Tocantins,17
1726,Landri Sales,22
1727,Cidade Gaúcha,41
1728,Flores,26
1729,Barbacena,31
1730,Miranda,50
1731,Joselândia,21
1732,Barrinha,35
1733,Mirassol d'Oeste,51
1734,Piçarra,15
1735,Placas,15
1736,Ipaporanga,23
1737,Junco do Maranhão,21
1738,Mundo Novo,50
1739,Ponta de Pedras,15
1740,Camaçari,29
1741,Jardim do Seridó,24
1742,Condor,43
1743,Propriá,28
1744,Sumidouro,33
1745,Córrego do Ouro,52
1746,Ipaumirim,23
1747,Garopaba,42
1748,Olho d'Água das Flores,27
1749,Luís Correia,22
1750,Clevelândia,41
1751,Floresta,26
1752,Barra Longa,31
1753,Naviraí,50
1754,Lago da Pedra,21
1755,Barueri,35
1756,Dona Inês,25
1757,Tanguá,33
1758,Camamu,29
1759,João Câmara,24
1760,Constantina,43
1761,Riachão do Dantas,28
1762,Teresópolis,33
1763,Corumbá de Goiás,52
1764,Ipu,23
1765,Garuva,42
1766,Olho d'Água do Casado,27
1767,Luzilândia,22
1768,Colombo,41
1769,Frei Miguelinho,26
1770,Nioaque,50
1771,Lago do Junco,21
1772,Bastos,35
1773,Duas Estradas,25
1774,Portel,15
1775,Coqueiro Baixo,43
1776,Coqueiros do Sul,43
1777,Madeiro,22
1778,Coronel Barros,43
1779,João Dias,24
1780,Coronel Bicaco,43
1781,Riachuelo,28
1782,Trajano de Moraes,33
1783,Corumbaíba,52
1784,Ipueiras,23
1785,Gaspar,42
1786,Olho d'Água Grande,27
1787,Nobres,51
1788,Manoel Emídio,22
1789,Colorado,41
1790,Gameleira,26
1791,Barroso,31
1792,Lago Verde,21
1793,Batatais,35
1794,Emas,25
1795,Porto de Moz,15
1796,Campo Alegre de Lourdes,29
1797,Lagoa do Mato,21
1798,Coronel Pilar,43
1799,Lago dos Rodrigues,21
1800,Marcolândia,22
1801,Cotiporã,43
1802,Lagoa Grande do Maranhão,21
1803,Coxilha,43
1804,Lajeado Novo,21
1805,Olivença,27
1806,Nortelândia,51
1807,Couto Magalhães,17
1808,Marcos Parente,22
1809,Congonhinhas,41
1810,Garanhuns,26
1811,Bela Vista de Minas,31
1812,Nova Alvorada do Sul,50
1813,Lima Campos,21
1814,Bauru,35
1815,Esperança,25
1816,Prainha,15
1817,Campo Formoso,29
1818,José da Penha,24
1819,Crissiumal,43
1820,Ribeirópolis,28
1821,Três Rios,33
1822,Iracema,23
1823,Governador Celso Ramos,42
1824,Massapê do Piauí,22
1825,Cristal,43
1826,Cristal do Sul,43
1827,Cristalândia,17
1828,Matias Olímpio,22
1829,Conselheiro Mairinck,41
1830,Glória do Goitá,26
1831,Belmiro Braga,31
1832,Loreto,21
1833,Bebedouro,35
1834,Fagundes,25
1835,Primavera,15
1836,Canápolis,29
1837,Jucurutu,24
1838,Cruz Alta,43
1839,Rosário do Catete,28
1840,Valença,33
1841,Irauçuba,23
1842,Grão-Pará,42
1843,Ouro Branco,27
1844,Nossa Senhora do Livramento,51
1845,Quatipuru,15
1846,Cruzaltense,43
1847,Redenção,15
1848,Jundiá,24
1849,Varre-Sai,33
1850,Nova Bandeirantes,51
1851,Rio Maria,15
1852,Nova Nazaré,51
1853,Nova Lacerda,51
1854,Rondon do Pará,15
1855,Nova Santa Helena,51
1856,Rurópolis,15
1857,Goiana,26
1858,Belo Horizonte,31
1859,Nova Andradina,50
1860,Luís Domingues,21
1861,Bento de Abreu,35
1862,Frei Martinho,25
1863,Salinópolis,15
1864,Canarana,29
1865,Lagoa d'Anta,24
1866,Cruzeiro do Sul,43
1867,Salgado,28
1868,Vassouras,33
1869,Cristalina,52
1870,Itaiçaba,23
1871,Gravatal,42
1872,Palestina,27
1873,Nova Brasilândia,51
1874,Miguel Alves,22
1875,Contenda,41
1876,Nova Canaã do Norte,51
1877,Nova Mutum,51
1878,Nova Olímpia,51
1879,Nova Ubiratã,51
1880,Gado Bravo,25
1881,Itaitinga,23
1882,Nova Xavantina,51
1883,Crixás do Tocantins,17
1884,Novo Horizonte do Sul,50
1885,Novo Mundo,51
1886,Novo Horizonte do Norte,51
1887,Paraíso das Águas,50
1888,Novo São Joaquim,51
1889,Paranaíta,51
1890,Magalhães de Almeida,21
1891,Bernardino de Campos,35
1892,Guarabira,25
1893,Salvaterra,15
1894,Canavieiras,29
1895,Lagoa de Pedras,24
1896,David Canabarro,43
1897,Santa Luzia do Itanhy,28
1898,Volta Redonda,33
1899,Cristianópolis,52
1900,Itapajé,23
1901,Guabiruba,42
1902,Palmeira dos Índios,27
1903,Paranatinga,51
1904,Miguel Leão,22
1905,Corbélia,41
1906,Granito,26
1907,Belo Oriente,31
1908,Paranaíba,50
1909,Novo Santo Antônio,51
1910,Derrubadas,43
1911,Maracaçumé,21
1912,Santa Bárbara do Pará,15
1913,Dezesseis de Novembro,43
1914,Milton Brandão,22
1915,Paranhos,50
1916,Marajá do Sena,21
1917,Bertioga,35
1918,Pedra Preta,51
1919,Maranhãozinho,21
1920,Dilermando de Aguiar,43
1921,Gurinhém,25
1922,Santa Cruz do Arari,15
1923,Candeal,29
1924,Lagoa de Velhos,24
1925,Dois Irmãos,43
1926,Santana do São Francisco,28
1927,Crixás,52
1928,Itapipoca,23
1929,Guaraciaba,42
1930,Pão de Açúcar,27
1931,Monsenhor Gil,22
1932,Cornélio Procópio,41
1933,Gravatá,26
1934,Belo Vale,31
1935,Pedro Gomes,50
1936,Mata Roma,21
1937,Bilac,35
1938,Pariconha,27
1939,Peixoto de Azevedo,51
1940,Dois Irmãos das Missões,43
1941,Paripueira,27
1942,Dois Lajeados,43
1943,Planalto da Serra,51
1944,Coronel Domingos Soares,41
1945,Santa Izabel do Pará,15
1946,Candeias,29
1947,Lagoa Nova,24
1948,Dom Feliciano,43
1949,Santa Rosa de Lima,28
1950,Cromínia,52
1951,Itapiúna,23
1952,Guaramirim,42
1953,Passo de Camaragibe,27
1954,Poconé,51
1955,Darcinópolis,17
1956,Monsenhor Hipólito,22
1957,Coronel Vivida,41
1958,Iati,26
1959,Berilo,31
1960,Matinha,21
1961,Birigui,35
1962,Gurjão,25
1963,Dom Pedro de Alcântara,43
1964,Itarema,23
1965,Corumbataí do Sul,41
1966,Santa Luzia do Pará,15
1967,Cruzeiro do Iguaçu,41
1968,Santa Maria das Barreiras,15
1969,Candiba,29
1970,Lagoa Salgada,24
1971,Dom Pedrito,43
1972,Santo Amaro das Brotas,28
1973,Cumari,52
1974,Itatira,23
1975,Guarujá do Sul,42
1976,Paulo Jacinto,27
1977,Monte Alegre do Piauí,22
1978,Cruzeiro do Oeste,41
1979,Ibimirim,26
1980,Bertópolis,31
1981,Ponta Porã,50
1982,Matões,21
1983,Biritiba Mirim,35
1984,Ibiara,25
1985,Santa Maria do Pará,15
1986,Matões do Norte,21
1987,Guatambú,42
1988,Pontal do Araguaia,51
1989,Morro Cabeça no Tempo,22
1990,Berizal,31
1991,Morro do Chapéu do Piauí,22
1992,Milagres do Maranhão,21
1993,Murici dos Portelas,22
1994,Lajes,24
1995,Dona Francisca,43
1996,São Cristóvão,28
1997,Damianópolis,52
1998,Jaguaretama,23
1999,Herval d'Oeste,42
2000,Penedo,27
2001,Ponte Branca,51
2002,Nazaré do Piauí,22
2003,Cruzeiro do Sul,41
2004,Ibirajuba,26
2005,Betim,31
2006,Mirador,21
2007,Boa Esperança do Sul,35
2008,Imaculada,25
2009,Santana do Araguaia,15
2010,Cândido Sales,29
2011,Nazária,22
2012,Doutor Maurício Cardoso,43
2013,Ibiam,42
2014,Pontes e Lacerda,51
2015,Nossa Senhora de Nazaré,22
2016,Miranda do Norte,21
2017,Doutor Ricardo,43
2018,Eldorado do Sul,43
2019,Porto Alegre do Norte,51
2020,São Domingos,28
2021,Damolândia,52
2022,Jaguaribara,23
2023,Ibicaré,42
2024,Piaçabuçu,27
2025,Porto dos Gaúchos,51
2026,Nossa Senhora dos Remédios,22
2027,Cruz Machado,41
2028,Igarassu,26
2029,Bias Fortes,31
2030,Mirinzal,21
2031,Bocaina,35
2032,Ingá,25
2033,Santarém,15
2034,Cansanção,29
2035,Lajes Pintadas,24
2036,Encantado,43
2037,Canudos,29
2038,Porto Esperidião,51
2039,Porto Estrela,51
2040,Cruzmaltina,41
2041,Capela do Alto Alegre,29
2042,Capim Grosso,29
2043,Caraíbas,29
2044,Jaguaribe,23
2045,Ibirama,42
2046,Pilar,27
2047,Novo Oriente do Piauí,22
2048,Curitiba,41
2049,Iguaracy,26
2050,Bicas,31
2051,Porto Murtinho,50
2052,Monção,21
2053,Bofete,35
2054,Itabaiana,25
2055,Santarém Novo,15
2056,Caravelas,29
2057,Lucrécia,24
2058,Encruzilhada do Sul,43
2059,São Francisco,28
2060,Davinópolis,52
2061,Engenho Velho,43
2062,Entre-Ijuís,43
2063,Novo Santo Antônio,22
2064,Entre Rios do Sul,43
2065,Erebango,43
2066,Inajá,26
2067,Biquinhas,31
2068,Montes Altos,21
2069,Boituva,35
2070,Itaporanga,25
2071,Santo Antônio do Tauá,15
2072,Cardeal da Silva,29
2073,Luís Gomes,24
2074,Erechim,43
2075,São Miguel do Aleixo,28
2076,Jaguaruana,23
2077,Içara,42
2078,Pindoba,27
2079,Poxoréu,51
2080,Dianópolis,17
2081,Oeiras,22
2082,Curiúva,41
2083,Primavera do Leste,51
2084,Ernestina,43
2085,Querência,51
2086,Morros,21
2087,Bom Jesus dos Perdões,35
2088,Itapororoca,25
2089,São Caetano de Odivelas,15
2090,Carinhanha,29
2091,Macaíba,24
2092,Herval,43
2093,Simão Dias,28
2094,Diorama,52
2095,Jardim,23
2096,Ilhota,42
2097,Piranhas,27
2098,São José dos Quatro Marcos,51
2099,Divinópolis do Tocantins,17
2100,Olho D'Água do Piauí,22
2101,Diamante do Norte,41
2102,Ingazeira,26
2103,Boa Esperança,31
2104,Ribas do Rio Pardo,50
2105,Diamante do Sul,41
2106,São Domingos do Araguaia,15
2107,Reserva do Cabaçal,51
2108,Diamante D'Oeste,41
2109,Bom Sucesso de Itararé,35
2110,Ribeirão Cascalheira,51
2111,Ribeirãozinho,51
2112,Itatuba,25
2113,São Domingos do Capim,15
2114,Casa Nova,29
2115,Macau,24
2116,Erval Grande,43
2117,Siriri,28
2118,Jati,23
2119,Imaruí,42
2120,Poço das Trincheiras,27
2121,Rio Branco,51
2122,Dois Irmãos do Tocantins,17
2123,Padre Marcos,22
2124,Dois Vizinhos,41
2125,Ipojuca,26
2126,Bocaina de Minas,31
2127,Rio Brilhante,50
2128,Nina Rodrigues,21
2129,Borá,35
2130,Santa Carmem,51
2131,Major Sales,24
2132,Doverlândia,52
2133,Jijoca de Jericoacoara,23
2134,Douradina,41
2135,Nova Colinas,21
2136,Santo Afonso,51
2137,São José do Povo,51
2138,São Félix do Xingu,15
2139,Castro Alves,29
2140,Marcelino Vieira,24
2141,Erval Seco,43
2142,Telha,28
2143,Juazeiro do Norte,23
2144,Imbituba,42
2145,Porto Calvo,27
2146,São José do Rio Claro,51
2147,Dueré,17
2148,Paes Landim,22
2149,Doutor Camargo,41
2150,Ipubi,26
2151,Bocaiúva,31
2152,Rio Negro,50
2153,Nova Iorque,21
2154,Boracéia,35
2155,Jacaraú,25
2156,Edealina,52
2157,São José do Xingu,51
2158,Pajeú do Piauí,22
2159,Nova Olinda do Maranhão,21
2160,Catolândia,29
2161,Martins,24
2162,Esmeralda,43
2163,Tobias Barreto,28
2164,Edéia,52
2165,Jucás,23
2166,Imbuia,42
2167,Porto de Pedras,27
2168,São Pedro da Cipa,51
2169,Esperantina,17
2170,Palmeira do Piauí,22
2171,Enéas Marques,41
2172,Itacuruba,26
2173,Bom Despacho,31
2174,Rio Verde de Mato Grosso,50
2175,Olho d'Água das Cunhãs,21
2176,Borborema,35
2177,Jericó,25
2178,São Francisco do Pará,15
2179,Esperança do Sul,43
2180,Olinda Nova do Maranhão,21
2181,Borebi,35
2182,São Geraldo do Araguaia,15
2183,São João da Ponta,15
2184,São João de Pirabas,15
2185,Maxaranguape,24
2186,Espumoso,43
2187,Tomar do Geru,28
2188,Estrela do Norte,52
2189,Lavras da Mangabeira,23
2190,Indaial,42
2191,Porto Real do Colégio,27
2192,Palmeirais,22
2193,Engenheiro Beltrão,41
2194,Itaíba,26
2195,Bom Jardim de Minas,31
2196,Rochedo,50
2197,Paço do Lumiar,21
2198,Botucatu,35
2199,João Pessoa,25
2200,São João do Araguaia,15
2201,Catu,29
2202,Esperança Nova,41
2203,Faina,52
2204,Entre Rios do Oeste,41
2205,Espigão Alto do Iguaçu,41
2206,Fátima,17
2207,Paquetá,22
2208,Farol,41
2209,Santa Rita do Pardo,50
2210,Caturama,29
2211,Estação,43
2212,Iomerê,42
2213,Rondolândia,51
2214,Umbaúba,28
2215,Fazenda Nova,52
2216,Limoeiro do Norte,23
2217,Ipira,42
2218,Quebrangulo,27
2219,Rondonópolis,51
2220,Parnaguá,22
2221,Faxinal,41
2222,Ilha de Itamaracá,26
2223,Bom Jesus da Penha,31
2224,Palmeirândia,21
2225,Bragança Paulista,35
2226,Juarez Távora,25
2227,São Miguel do Guamá,15
2228,Central,29
2229,Messias Targino,24
2230,Estância Velha,43
2231,Madalena,23
2232,Maracanaú,23
2233,Iporã do Oeste,42
2234,Figueirópolis,17
2235,Fazenda Rio Grande,41
2236,Itambé,26
2237,Ipuaçu,42
2238,São Gabriel do Oeste,50
2239,Maranguape,23
2240,Ipumirim,42
2241,Rio Largo,27
2242,Rosário Oeste,51
2243,Filadélfia,17
2244,Parnaíba,22
2245,Fênix,41
2246,Itapetim,26
2247,Bom Jesus do Amparo,31
2248,Sete Quedas,50
2249,Paraibano,21
2250,Braúna,35
2251,Juazeirinho,25
2252,São Sebastião da Boa Vista,15
2253,Chorrochó,29
2254,Montanhas,24
2255,Esteio,43
2256,Fernandes Pinheiro,41
2257,Santa Cruz do Xingu,51
2258,Salto do Céu,51
2259,Passagem Franca do Piauí,22
2260,Figueira,41
2261,Itapissuma,26
2262,Brejo Alegre,35
2263,Sapucaia,15
2264,Iraceminha,42
2265,Santa Rita do Trivelato,51
2266,Santa Terezinha,51
2267,Patos do Piauí,22
2268,Santo Antônio do Leste,51
2269,Pau D'Arco do Piauí,22
2270,Roteiro,27
